,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
64,51,1,1,1,0,6530,1,0,9,5,91,1,-1,0,9,0
65,60,4,1,1,0,100,0,0,9,5,528,1,-1,0,9,0
66,59,1,2,1,0,59,1,0,9,5,273,1,-1,0,9,0
67,55,2,1,2,0,1205,1,0,9,5,158,2,-1,0,9,0
68,35,3,1,2,0,12223,1,1,9,5,177,1,-1,0,9,0
69,57,3,1,2,0,5935,1,1,9,5,258,1,-1,0,9,0
70,31,6,1,2,0,25,1,1,9,5,172,1,-1,0,9,0
71,54,1,1,2,0,282,1,1,9,5,154,1,-1,0,9,0
72,55,3,1,3,0,23,1,0,9,5,291,1,-1,0,9,0
73,43,2,1,2,0,1937,1,0,9,5,181,1,-1,0,9,0
74,53,2,1,2,0,384,1,0,9,5,176,1,-1,0,9,0
75,44,3,1,2,0,582,0,1,9,5,211,1,-1,0,9,0
76,55,6,2,2,0,91,0,0,9,5,349,1,-1,0,9,0
77,49,6,2,2,0,0,1,1,9,5,272,1,-1,0,9,0
78,55,6,2,2,1,1,1,0,9,5,208,1,-1,0,9,0
79,45,5,1,2,0,206,1,0,9,5,193,1,-1,0,9,0
80,47,6,2,2,0,164,0,0,9,5,212,1,-1,0,9,0
81,42,2,1,2,0,690,1,0,9,5,20,1,-1,0,9,0
82,59,5,1,2,0,2343,1,0,9,5,1042,1,-1,0,9,1
83,46,7,1,1,0,137,1,1,9,5,246,1,-1,0,9,0
84,51,3,1,3,0,173,1,0,9,5,529,2,-1,0,9,0
85,56,5,1,2,0,45,0,0,9,5,1467,1,-1,0,9,1
86,41,2,1,2,0,1270,1,0,9,5,1389,1,-1,0,9,1
87,46,1,2,2,0,16,1,1,9,5,188,2,-1,0,9,0
88,57,4,1,2,0,486,1,0,9,5,180,2,-1,0,9,0
89,42,1,1,2,0,50,0,0,9,5,48,1,-1,0,9,0
90,30,2,1,2,0,152,1,1,9,5,213,2,-1,0,9,0
91,60,5,1,2,0,290,1,0,9,5,583,1,-1,0,9,0
92,60,3,1,9,0,54,1,0,9,5,221,1,-1,0,9,0
93,57,3,2,2,0,-37,0,0,9,5,173,1,-1,0,9,0
94,36,1,1,1,0,101,1,1,9,5,426,1,-1,0,9,0
95,55,3,1,2,0,383,0,0,9,5,287,1,-1,0,9,0
96,60,4,1,1,0,81,1,0,9,5,101,1,-1,0,9,0
97,39,2,1,2,0,0,1,0,9,5,203,1,-1,0,9,0
98,46,1,1,1,0,229,1,0,9,5,197,1,-1,0,9,0
99,44,3,1,2,0,-674,1,0,9,5,257,1,-1,0,9,0
100,53,3,1,3,0,90,0,0,9,5,124,1,-1,0,9,0
101,52,3,1,3,0,128,1,0,9,5,229,1,-1,0,9,0
102,59,3,1,3,0,179,1,0,9,5,55,3,-1,0,9,0
103,27,2,1,1,0,0,1,0,9,5,400,1,-1,0,9,0
104,44,3,1,2,0,54,1,0,9,5,197,1,-1,0,9,0
105,47,2,1,1,0,151,1,0,9,5,190,1,-1,0,9,0
106,34,5,1,2,0,61,0,1,9,5,21,1,-1,0,9,0
107,59,4,1,2,0,30,1,0,9,5,514,1,-1,0,9,0
108,45,1,1,1,0,523,1,0,9,5,849,2,-1,0,9,0
109,29,6,2,2,0,31,1,0,9,5,194,1,-1,0,9,0
110,46,2,2,2,0,79,0,0,9,5,144,1,-1,0,9,0
111,56,7,1,3,0,-34,1,1,9,5,212,2,-1,0,9,0
112,36,3,1,3,0,448,1,0,9,5,286,1,-1,0,9,0
113,59,4,2,3,0,81,1,0,9,5,107,1,-1,0,9,0
114,44,3,1,2,0,144,1,0,9,5,247,2,-1,0,9,0
115,41,5,1,2,0,351,1,0,9,5,518,1,-1,0,9,0
116,33,1,1,1,0,-67,1,0,9,5,364,1,-1,0,9,0
117,59,1,2,1,0,262,0,0,9,5,178,1,-1,0,9,0
118,57,2,1,3,0,0,0,0,9,5,98,1,-1,0,9,0
119,56,2,2,9,0,56,1,0,9,5,439,1,-1,0,9,0
120,51,3,1,2,0,26,1,0,9,5,79,1,-1,0,9,0
121,34,5,1,9,0,3,1,0,9,5,120,3,-1,0,9,0
122,43,6,1,2,0,41,1,1,9,5,127,2,-1,0,9,0
123,52,2,1,1,0,7,0,1,9,5,175,1,-1,0,9,0
124,33,2,1,2,0,105,1,0,9,5,262,2,-1,0,9,0
125,29,5,1,2,0,818,1,1,9,5,61,1,-1,0,9,0
126,34,6,1,2,0,-16,1,1,9,5,78,1,-1,0,9,0
127,31,3,1,2,0,0,1,0,9,5,143,1,-1,0,9,0
128,55,6,1,2,0,2476,1,0,9,5,579,1,-1,0,9,1
129,55,1,1,9,0,1185,0,0,9,5,677,1,-1,0,9,0
130,32,5,1,2,0,217,1,0,9,5,345,1,-1,0,9,0
131,38,2,1,2,0,1685,1,0,9,5,185,1,-1,0,9,0
132,55,5,1,2,0,802,1,1,9,5,100,2,-1,0,9,0
133,28,8,1,1,0,0,1,0,9,5,125,2,-1,0,9,0
134,23,3,1,2,0,94,1,0,9,5,193,1,-1,0,9,0
135,32,2,1,2,0,0,1,0,9,5,136,1,-1,0,9,0
136,43,6,1,9,0,0,0,0,9,5,73,1,-1,0,9,0
137,32,3,1,2,0,517,1,0,9,5,528,1,-1,0,9,0
138,46,3,1,2,0,265,1,0,9,5,541,1,-1,0,9,0
139,53,9,2,3,0,947,1,0,9,5,163,1,-1,0,9,0
140,34,7,1,2,0,3,1,0,9,5,301,1,-1,0,9,0
141,57,8,1,1,0,42,0,0,9,5,46,1,-1,0,9,0
142,37,3,1,2,0,37,1,0,9,5,204,1,-1,0,9,0
143,59,3,1,2,0,57,1,0,9,5,98,1,-1,0,9,0
144,33,6,1,2,0,22,1,0,9,5,71,1,-1,0,9,0
145,56,3,2,3,0,8,1,0,9,5,157,2,-1,0,9,0
146,48,8,1,2,0,293,1,0,9,5,243,1,-1,0,9,0
147,43,6,1,3,0,3,1,0,9,5,186,2,-1,0,9,0
148,54,3,1,3,0,348,1,0,9,5,579,2,-1,0,9,0
149,51,3,1,9,0,-19,1,0,9,5,163,2,-1,0,9,0
150,26,10,1,2,0,0,1,0,9,5,610,2,-1,0,9,0
151,40,1,1,1,0,-4,1,0,9,5,2033,1,-1,0,9,0
152,39,1,1,2,0,18,1,0,9,5,85,1,-1,0,9,0
153,50,2,1,3,0,139,0,0,9,5,114,2,-1,0,9,0
154,41,6,1,2,0,0,1,0,9,5,114,2,-1,0,9,0
155,51,3,1,9,0,1883,1,0,9,5,57,1,-1,0,9,0
156,60,4,2,2,0,216,1,0,9,5,238,1,-1,0,9,0
157,52,3,1,2,0,782,1,0,9,5,93,3,-1,0,9,0
158,48,3,1,2,0,904,1,0,9,5,128,2,-1,0,9,0
159,48,6,1,9,0,1705,1,0,9,5,107,1,-1,0,9,0
160,39,2,1,1,0,47,1,0,9,5,181,1,-1,0,9,0
161,47,6,1,2,0,176,1,0,9,5,303,2,-1,0,9,0
162,40,3,1,2,0,1225,1,0,9,5,558,5,-1,0,9,0
163,45,2,1,2,0,86,1,0,9,5,270,1,-1,0,9,0
164,26,5,1,2,0,82,1,0,9,5,228,1,-1,0,9,0
165,52,1,1,1,0,271,1,0,9,5,99,1,-1,0,9,0
166,54,2,1,2,0,1378,1,0,9,5,240,1,-1,0,9,0
167,54,5,1,1,0,184,0,0,9,5,673,2,-1,0,9,1
168,50,3,1,3,0,0,0,0,9,5,233,3,-1,0,9,0
169,35,3,1,2,0,0,1,0,9,5,1056,1,-1,0,9,0
170,44,6,1,2,0,1357,1,1,9,5,250,1,-1,0,9,0
171,53,3,1,9,0,19,1,0,9,5,252,1,-1,0,9,0
172,35,4,1,3,0,434,0,0,9,5,138,1,-1,0,9,0
173,60,5,2,2,0,92,1,0,9,5,130,1,-1,0,9,0
174,53,5,2,2,0,1151,1,0,9,5,412,1,-1,0,9,0
175,48,8,1,2,0,41,1,0,9,5,179,2,-1,0,9,0
176,34,2,1,2,0,51,1,0,9,5,19,2,-1,0,9,0
177,54,6,1,2,0,214,1,0,9,5,458,2,-1,0,9,0
178,51,1,1,2,0,1161,1,0,9,5,717,1,-1,0,9,0
179,31,6,1,1,0,37,1,0,9,5,313,1,-1,0,9,0
180,35,2,2,2,0,787,1,0,9,5,683,2,-1,0,9,0
181,35,6,1,2,0,59,1,0,9,5,1077,1,-1,0,9,0
182,38,2,1,2,0,253,1,0,9,5,416,1,-1,0,9,0
183,36,5,1,1,0,211,1,0,9,5,146,2,-1,0,9,0
184,58,4,1,3,0,235,1,0,9,5,167,1,-1,0,9,0
185,40,6,2,9,0,4384,1,0,9,5,315,1,-1,0,9,0
186,54,1,1,2,0,4080,0,0,9,5,140,1,-1,0,9,0
187,34,3,1,2,0,53,1,1,9,5,346,1,-1,0,9,0
188,31,1,1,1,0,0,1,0,9,5,562,1,-1,0,9,0
189,51,4,1,2,0,2127,1,0,9,5,172,1,-1,0,9,0
190,33,1,1,1,0,377,1,0,9,5,217,1,-1,0,9,0
191,55,1,1,1,0,73,1,0,9,5,142,2,-1,0,9,0
192,42,5,1,2,0,445,1,0,9,5,67,1,-1,0,9,0
193,34,3,1,2,0,243,1,0,9,5,291,1,-1,0,9,0
194,33,3,1,2,0,307,1,0,9,5,309,2,-1,0,9,0
195,38,6,1,2,0,155,1,0,9,5,248,1,-1,0,9,0
196,50,2,2,1,0,173,0,1,9,5,98,1,-1,0,9,0
197,43,1,1,1,0,400,1,0,9,5,256,1,-1,0,9,0
198,61,3,2,3,0,1428,1,0,9,5,82,2,-1,0,9,0
199,47,5,1,2,0,219,1,0,9,5,577,1,-1,0,9,0
200,48,7,1,1,0,7,1,0,9,5,286,1,-1,0,9,0
201,44,3,1,2,0,575,1,0,9,5,477,1,-1,0,9,0
202,35,10,1,9,0,298,1,0,9,5,611,2,-1,0,9,0
203,35,6,1,2,0,0,1,0,9,5,471,1,-1,0,9,0
204,50,6,1,2,0,5699,1,0,9,5,381,2,-1,0,9,0
205,41,1,1,1,0,176,1,1,9,5,42,1,-1,0,9,0
206,41,1,1,1,0,517,1,0,9,5,251,1,-1,0,9,0
207,39,6,1,9,0,257,1,0,9,5,408,1,-1,0,9,0
208,42,4,1,2,0,56,1,0,9,5,215,1,-1,0,9,0
209,38,3,1,2,0,-390,1,0,9,5,287,1,-1,0,9,0
210,53,4,1,2,0,330,1,0,9,5,216,2,-1,0,9,0
211,59,9,2,3,0,195,0,0,9,5,366,2,-1,0,9,0
212,36,6,1,2,0,301,1,0,9,5,210,1,-1,0,9,0
213,54,3,1,3,0,-41,1,0,9,5,288,1,-1,0,9,0
214,40,2,1,1,0,483,1,0,9,5,168,1,-1,0,9,0
215,53,8,1,9,0,13,0,0,9,5,410,3,-1,0,9,0
216,46,9,1,3,0,965,0,0,9,5,177,1,-1,0,9,0
217,39,1,1,1,0,378,1,1,9,5,127,2,-1,0,9,0
218,40,8,1,2,0,219,1,0,9,5,357,1,-1,0,9,0
219,28,3,1,3,0,324,1,0,9,5,175,1,-1,0,9,0
220,35,3,2,2,0,-69,1,0,9,5,300,1,-1,0,9,0
221,55,4,1,2,0,0,0,1,9,5,136,1,-1,0,9,0
222,43,2,2,9,0,205,1,0,9,5,1419,1,-1,0,9,0
223,48,3,1,3,0,278,1,0,9,5,125,2,-1,0,9,0
224,58,1,1,9,0,1065,1,0,9,5,213,3,-1,0,9,0
225,33,1,1,1,0,34,1,0,9,5,27,1,-1,0,9,0
226,36,3,1,9,0,1033,0,0,9,5,238,2,-1,0,9,0
227,53,6,2,2,0,1467,1,0,9,5,124,1,-1,0,9,0
228,47,3,1,3,0,-12,1,0,9,5,18,1,-1,0,9,0
229,31,6,1,2,0,388,1,0,9,5,730,2,-1,0,9,0
230,57,3,1,2,0,294,1,0,9,5,746,2,-1,0,9,0
231,53,3,1,9,0,1827,0,0,9,5,121,1,-1,0,9,0
232,55,3,1,3,0,627,1,0,9,5,247,1,-1,0,9,0
233,45,3,1,3,0,25,1,0,9,5,40,1,-1,0,9,0
234,53,5,2,2,0,315,1,0,9,5,181,2,-1,0,9,0
235,37,3,1,3,0,0,1,0,9,5,79,1,-1,0,9,0
236,44,5,2,2,0,66,1,0,9,5,206,1,-1,0,9,0
237,49,3,2,3,0,-9,1,1,9,5,389,1,-1,0,9,0
238,46,2,1,2,0,349,1,1,9,5,127,1,-1,0,9,0
239,43,3,1,9,0,100,1,0,9,5,702,1,-1,0,9,0
240,38,5,1,2,0,0,0,0,9,5,151,1,-1,0,9,0
241,43,2,1,2,0,434,1,0,9,5,117,1,-1,0,9,0
242,49,1,1,1,0,3237,1,0,9,5,232,3,-1,0,9,0
243,42,1,1,9,0,275,0,0,9,5,408,2,-1,0,9,0
244,22,3,1,2,0,0,1,0,9,5,179,2,-1,0,9,0
245,40,1,1,1,0,207,1,0,9,5,39,1,-1,0,9,0
246,39,3,1,2,0,483,1,0,9,5,282,1,-1,0,9,0
247,51,6,1,2,0,2248,1,0,9,5,714,2,-1,0,9,0
248,49,5,1,2,0,428,1,0,9,5,50,1,-1,0,9,0
249,53,3,1,2,0,0,1,1,9,5,181,1,-1,0,9,0
250,34,6,1,2,0,0,1,0,9,5,142,1,-1,0,9,0
251,33,2,2,2,0,140,1,0,9,5,227,1,-1,0,9,0
252,50,1,1,1,0,297,1,0,9,5,119,1,-1,0,9,0
253,39,3,1,3,0,279,1,0,9,5,361,1,-1,0,9,0
254,59,3,2,2,0,901,1,0,9,5,73,3,-1,0,9,0
255,30,2,1,2,0,2573,1,0,9,5,67,2,-1,0,9,0
256,36,6,1,2,0,143,1,1,9,5,350,1,-1,0,9,0
257,40,3,1,2,0,475,1,0,9,5,332,2,-1,0,9,0
258,53,3,1,2,0,70,1,0,9,5,611,2,-1,0,9,0
259,34,1,1,1,0,318,1,0,9,5,113,2,-1,0,9,0
260,37,2,1,2,0,275,1,0,9,5,132,1,-1,0,9,0
261,42,1,2,1,0,742,1,0,9,5,58,3,-1,0,9,0
262,41,3,1,3,0,236,1,0,9,5,151,1,-1,0,9,0
263,30,10,1,1,0,25,1,0,9,5,89,2,-1,0,9,0
264,37,1,1,1,0,600,1,0,9,5,152,1,-1,0,9,0
265,39,5,2,2,0,-349,1,0,9,5,611,2,-1,0,9,0
266,41,3,1,3,0,183,1,1,9,5,110,2,-1,0,9,0
267,40,3,1,3,0,0,1,0,9,5,463,1,-1,0,9,0
268,42,1,1,1,0,0,1,1,9,5,562,2,-1,0,9,1
269,40,3,2,3,0,0,1,0,9,5,962,1,-1,0,9,0
270,57,2,1,2,0,1078,1,0,9,5,10,4,-1,0,9,0
271,56,3,2,2,0,155,0,0,9,5,118,3,-1,0,9,0
272,37,5,1,2,0,190,1,0,9,5,92,2,-1,0,9,0
273,59,4,1,2,0,319,1,0,9,5,143,3,-1,0,9,0
274,39,6,2,2,0,-185,1,0,9,5,189,3,-1,0,9,0
275,49,6,1,2,0,47,0,0,9,5,234,2,-1,0,9,0
276,38,6,1,2,0,570,1,0,9,5,75,2,-1,0,9,0
277,36,7,1,1,0,19,0,0,9,5,189,2,-1,0,9,0
278,50,3,1,3,0,61,1,0,9,5,621,3,-1,0,9,0
279,41,5,1,2,0,-62,1,1,9,5,55,2,-1,0,9,0
280,54,2,1,1,0,258,0,0,9,5,310,4,-1,0,9,0
281,58,3,1,3,0,76,1,0,9,5,156,2,-1,0,9,0
282,30,3,1,2,0,0,1,0,9,5,5,2,-1,0,9,0
283,33,5,1,2,0,352,1,0,9,5,225,2,-1,0,9,0
284,47,5,1,2,0,368,1,0,9,5,125,2,-1,0,9,0
285,50,2,1,1,0,339,1,0,9,5,2,3,-1,0,9,0
286,32,3,1,2,0,1331,1,0,9,5,286,2,-1,0,9,0
287,40,7,1,2,0,672,1,0,9,5,164,2,-1,0,9,0
288,37,1,1,1,0,58,1,0,9,5,98,2,-1,0,9,0
289,54,2,1,9,0,447,1,0,9,5,742,2,-1,0,9,0
290,24,10,1,2,0,423,1,0,9,5,226,3,-1,0,9,0
291,54,1,1,1,0,0,0,0,9,5,120,2,-1,0,9,0
292,34,2,1,2,0,19,1,0,9,5,362,4,-1,0,9,0
293,56,2,2,3,0,13,1,0,9,5,357,2,-1,0,9,0
294,31,3,1,2,0,3,1,0,9,5,200,2,-1,0,9,0
295,24,10,1,2,0,82,1,0,9,5,204,2,-1,0,9,0
296,42,3,2,3,0,28,1,0,9,5,126,3,-1,0,9,0
297,57,2,1,2,0,792,1,0,9,5,65,2,-1,0,9,0
298,42,3,1,9,0,408,1,0,9,5,107,2,-1,0,9,0
299,51,5,1,2,0,531,1,0,9,5,267,2,-1,0,9,0
300,57,4,1,2,0,211,1,0,9,5,248,2,-1,0,9,0
301,36,6,1,2,0,62,1,0,9,5,215,2,-1,0,9,0
302,53,6,1,9,0,257,1,0,9,5,209,2,-1,0,9,0
303,50,2,1,2,0,1234,1,0,9,5,205,2,-1,0,9,0
304,54,1,1,1,0,313,1,0,9,5,83,2,-1,0,9,0
305,55,3,1,2,0,89,1,0,9,5,106,3,-1,0,9,0
306,44,3,1,2,0,129,1,1,9,5,189,2,-1,0,9,0
307,43,1,1,9,0,0,1,0,9,5,105,2,-1,0,9,0
308,56,5,1,2,0,353,1,0,9,5,106,2,-1,0,9,0
309,54,2,1,9,0,851,1,0,9,5,108,2,-1,0,9,0
310,55,6,2,3,0,96,1,1,9,5,311,2,-1,0,9,0
311,37,6,2,2,0,398,1,1,9,5,214,2,-1,0,9,0
312,33,5,1,1,0,193,0,0,9,5,132,2,-1,0,9,0
313,46,5,1,2,0,-358,1,0,9,5,358,2,-1,0,9,0
314,36,3,1,2,0,539,1,1,9,5,453,2,-1,0,9,0
315,51,2,1,2,0,0,1,0,9,5,364,2,-1,0,9,0
316,40,4,1,3,0,0,0,0,9,5,136,2,-1,0,9,0
317,42,3,1,2,0,490,1,0,9,5,386,2,-1,0,9,0
318,51,3,1,2,0,0,1,0,9,5,173,2,-1,0,9,0
319,49,3,1,9,0,403,1,0,9,5,241,2,-1,0,9,0
320,48,1,1,2,0,161,1,0,9,5,224,3,-1,0,9,0
321,32,2,2,1,0,2558,0,0,9,5,148,2,-1,0,9,0
322,31,5,1,2,0,98,1,0,9,5,196,2,-1,0,9,0
323,55,1,1,1,0,115,0,0,9,5,111,4,-1,0,9,0
324,40,3,1,2,0,436,1,0,9,5,231,3,-1,0,9,0
325,47,2,1,1,0,831,1,0,9,5,316,3,-1,0,9,0
326,57,2,1,9,0,206,1,0,9,5,216,3,-1,0,9,0
327,41,3,1,2,0,290,1,0,9,5,240,2,-1,0,9,0
328,48,3,1,2,0,1,0,0,9,5,669,3,-1,0,9,0
329,42,3,1,9,0,57,1,0,9,5,425,2,-1,0,9,0
330,30,3,1,2,0,-457,1,0,9,5,143,2,-1,0,9,0
331,58,1,1,1,0,1387,1,0,9,5,174,5,-1,0,9,0
332,45,1,2,1,0,24598,1,0,9,5,313,3,-1,0,9,0
333,49,3,1,2,0,30,1,0,9,5,135,4,-1,0,9,0
334,42,5,1,2,0,1022,1,0,9,5,146,2,-1,0,9,0
335,53,2,1,2,0,56,1,1,9,5,152,2,-1,0,9,0
336,51,5,1,2,1,-2,0,0,9,5,402,3,-1,0,9,0
337,32,6,1,2,0,121,1,0,9,5,213,2,-1,0,9,0
338,41,3,1,2,0,842,1,0,9,5,144,3,-1,0,9,0
339,43,1,2,2,0,693,1,0,9,5,124,3,-1,0,9,0
340,40,3,2,2,0,-333,1,0,9,5,183,2,-1,0,9,0
341,50,3,1,3,0,1533,1,0,9,5,325,2,-1,0,9,0
342,34,1,1,1,0,46,1,0,9,5,39,4,-1,0,9,0
343,53,6,1,9,0,18,0,0,9,5,503,2,-1,0,9,0
344,45,2,1,2,0,44,1,0,9,5,95,4,-1,0,9,0
345,39,3,1,3,0,-100,1,0,9,5,680,2,-1,0,9,0
346,44,6,1,1,0,510,1,0,9,5,421,4,-1,0,9,0
347,55,1,1,1,0,685,1,0,9,5,174,3,-1,0,9,0
348,46,1,1,1,0,187,1,0,9,5,113,2,-1,0,9,0
349,45,3,1,2,0,66,1,0,9,5,808,2,-1,0,9,0
350,34,5,1,2,0,560,1,0,9,5,198,3,-1,0,9,0
351,36,3,1,2,0,0,1,0,9,5,195,2,-1,0,9,0
352,31,5,1,2,0,12,1,0,9,5,208,2,-1,0,9,0
353,44,3,1,2,0,34,1,0,9,5,404,4,-1,0,9,0
354,33,3,1,1,0,1068,1,0,9,5,396,2,-1,0,9,0
355,40,3,1,2,0,211,1,0,9,5,216,4,-1,0,9,0
356,46,5,1,1,0,377,1,0,9,5,98,2,-1,0,9,0
357,48,1,1,1,0,263,1,0,9,5,350,2,-1,0,9,0
358,42,6,1,2,0,1263,1,0,9,6,114,2,-1,0,9,0
359,27,6,1,2,0,8,1,0,9,6,88,3,-1,0,9,0
360,48,5,1,2,0,126,1,1,9,6,379,2,-1,0,9,0
361,59,5,1,2,0,230,1,0,9,6,190,3,-1,0,9,0
362,46,2,1,1,0,841,1,0,9,6,158,1,-1,0,9,0
363,38,5,2,2,0,308,1,0,9,6,102,1,-1,0,9,0
364,43,1,2,1,0,1,1,0,9,6,306,1,-1,0,9,0
365,38,5,2,1,0,86,1,0,9,6,218,1,-1,0,9,0
366,23,10,1,2,0,157,1,0,9,6,54,1,-1,0,9,0
367,34,6,1,2,0,22,1,0,9,6,344,1,-1,0,9,0
368,38,5,1,2,0,46,1,1,9,6,195,1,-1,0,9,0
369,37,3,1,2,0,1293,0,0,9,6,652,1,-1,0,9,0
370,25,5,1,2,0,122,1,0,9,6,286,1,-1,0,9,0
371,48,3,1,9,0,131,1,0,9,6,189,1,-1,0,9,0
372,49,3,1,2,0,143,1,0,9,6,83,1,-1,0,9,0
373,38,5,1,2,0,393,0,0,9,6,184,2,-1,0,9,0
374,43,3,1,3,0,98,1,0,9,6,235,1,-1,0,9,0
375,33,1,1,1,0,0,1,0,9,6,290,1,-1,0,9,0
376,55,3,1,2,0,224,1,0,9,6,232,1,-1,0,9,0
377,38,3,1,2,0,757,1,0,9,6,133,1,-1,0,9,0
378,49,6,1,2,0,245,1,1,9,6,318,1,-1,0,9,0
379,40,1,1,2,0,8486,0,0,9,6,260,3,-1,0,9,0
380,43,5,1,9,0,350,0,0,9,6,437,1,-1,0,9,0
381,38,3,1,2,0,20,1,0,9,6,402,1,-1,0,9,0
382,58,6,1,2,0,1667,1,1,9,6,85,1,-1,0,9,0
383,57,2,1,9,0,345,1,0,9,6,125,1,-1,0,9,0
384,32,8,1,2,0,10,1,0,9,6,501,4,-1,0,9,0
385,56,1,1,1,0,830,1,1,9,6,1201,1,-1,0,9,1
386,58,3,2,9,0,29,1,0,9,6,253,1,-1,0,9,0
387,60,4,2,2,0,545,1,0,9,6,1030,1,-1,0,9,1
388,37,2,1,1,0,8730,1,0,9,6,149,1,-1,0,9,0
389,46,2,2,1,0,477,1,0,9,6,114,1,-1,0,9,0
390,27,5,1,2,0,4,1,0,9,6,243,1,-1,0,9,0
391,43,3,1,2,0,1205,1,0,9,6,769,2,-1,0,9,0
392,32,2,1,2,0,0,1,1,9,6,135,3,-1,0,9,0
393,40,5,1,2,0,263,1,0,9,6,231,1,-1,0,9,0
